"","X","X600435.SS.Open","X600435.SS.High","X600435.SS.Low","X600435.SS.Close","X600435.SS.Volume","X600435.SS.Adjusted","X600435.SS.Close.1","X600436.SS.Open","X600436.SS.High","X600436.SS.Low","X600436.SS.Close","X600436.SS.Volume","X600436.SS.Adjusted","X600436.SS.Close.1","X600438.SS.Open","X600438.SS.High","X600438.SS.Low","X600438.SS.Close","X600438.SS.Volume","X600438.SS.Adjusted","X600438.SS.Close.1","X600439.SS.Open","X600439.SS.High","X600439.SS.Low","X600439.SS.Close","X600439.SS.Volume","X600439.SS.Adjusted","X600439.SS.Close.1","X600444.SS.Open","X600444.SS.High","X600444.SS.Low","X600444.SS.Close","X600444.SS.Volume","X600444.SS.Adjusted","X600444.SS.Close.1","X600446.SS.Open","X600446.SS.High","X600446.SS.Low","X600446.SS.Close","X600446.SS.Volume","X600446.SS.Adjusted","X600446.SS.Close.1","X600448.SS.Open","X600448.SS.High","X600448.SS.Low","X600448.SS.Close","X600448.SS.Volume","X600448.SS.Adjusted","X600448.SS.Close.1","X600449.SS.Open","X600449.SS.High","X600449.SS.Low","X600449.SS.Close","X600449.SS.Volume","X600449.SS.Adjusted","X600449.SS.Close.1","X600452.SS.Open","X600452.SS.High","X600452.SS.Low","X600452.SS.Close","X600452.SS.Volume","X600452.SS.Adjusted","X600452.SS.Close.1","X600456.SS.Open","X600456.SS.High","X600456.SS.Low","X600456.SS.Close","X600456.SS.Volume","X600456.SS.Adjusted","X600456.SS.Close.1","X600458.SS.Open","X600458.SS.High","X600458.SS.Low","X600458.SS.Close","X600458.SS.Volume","X600458.SS.Adjusted","X600458.SS.Close.1","X600459.SS.Open","X600459.SS.High","X600459.SS.Low","X600459.SS.Close","X600459.SS.Volume","X600459.SS.Adjusted","X600459.SS.Close.1","X600460.SS.Open","X600460.SS.High","X600460.SS.Low","X600460.SS.Close","X600460.SS.Volume","X600460.SS.Adjusted","X600460.SS.Close.1","X600461.SS.Open","X600461.SS.High","X600461.SS.Low","X600461.SS.Close","X600461.SS.Volume","X600461.SS.Adjusted","X600461.SS.Close.1","X600462.SS.Open","X600462.SS.High","X600462.SS.Low","X600462.SS.Close","X600462.SS.Volume","X600462.SS.Adjusted","X600462.SS.Close.1","X600463.SS.Open","X600463.SS.High","X600463.SS.Low","X600463.SS.Close","X600463.SS.Volume","X600463.SS.Adjusted","X600463.SS.Close.1","X600466.SS.Open","X600466.SS.High","X600466.SS.Low","X600466.SS.Close","X600466.SS.Volume","X600466.SS.Adjusted","X600466.SS.Close.1","X600468.SS.Open","X600468.SS.High","X600468.SS.Low","X600468.SS.Close","X600468.SS.Volume","X600468.SS.Adjusted","X600467.SS.Open","X600467.SS.High","X600467.SS.Low","X600467.SS.Close","X600467.SS.Volume","X600467.SS.Adjusted","X600467.SS.Close.1","X600468.SS.Close.1","X600469.SS.Open","X600469.SS.High","X600469.SS.Low","X600469.SS.Close","X600469.SS.Volume","X600469.SS.Adjusted","X600469.SS.Close.1","X600470.SS.Open","X600470.SS.High","X600470.SS.Low","X600470.SS.Close","X600470.SS.Volume","X600470.SS.Adjusted","X600470.SS.Close.1","X600475.SS.Open","X600475.SS.High","X600475.SS.Low","X600475.SS.Close","X600475.SS.Volume","X600475.SS.Adjusted","X600475.SS.Close.1","X600476.SS.Open","X600476.SS.High","X600476.SS.Low","X600476.SS.Close","X600476.SS.Volume","X600476.SS.Adjusted","X600476.SS.Close.1","X600477.SS.Open","X600477.SS.High","X600477.SS.Low","X600477.SS.Close","X600477.SS.Volume","X600477.SS.Adjusted","X600477.SS.Close.1"
"30",2018-03-28,10.76,10.97,10.71,10.72,39619622,10.691276,0.0498284954933333,84.980003,87.449997,84.080002,85.660004,5095069,84.888977,0.164039866233235,10.49,10.55,10.25,10.31,31454804,10.164943,-0.0109307715843979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,4.38,4.28,4.31,2623031,4.31,-0.0405907089264211,11.23,11.49,11.12,11.23,5851888,10.164125,-0.0688046567223347,17.5,18.0765,17.351999,17.765301,1607396,17.469749,0.0707765766253103,NA,NA,NA,NA,NA,NA,NA,8.2,8.24,8.1,8.2,2356161,8.078488,-0.00756606340127786,12.9111,13.1196,12.832,13.0405,4253292,12.816235,-0.0817592146595714,15.27,15.39,15.03,15.08,67567388,14.993289,-0.0723211627007917,6.2,6.29,6.18,6.25,1590453,6.081616,0.00601236519711723,5.23,5.34,5.1,5.11,34049438,5.11,0.225874029267318,10.48,10.8,10.43,10.59,4277906,10.552263,-0.00949428529299345,6.71428,6.95,6.66429,6.80714,24259585,6.466768,-0.0223808161173399,4.37857,4.37857,4.28571,4.3,4135524,4.278035,NA,NA,NA,NA,NA,NA,NA,0.106198764823782,4.75,4.86,4.7,4.76,3290950,4.692991,-0.104623069642012,5.26,5.27,5.18,5.21,4241937,5.21,-0.0367439417045291,NA,NA,NA,NA,NA,NA,NA,15,16.32,14.81,15.92,4595048,15.92,0.156101191225404,5.4359,5.60897,5.39103,5.51923,16725349,5.13763,-0.0496621682682682
"31",2018-03-29,10.78,11.1,10.71,11,40458880,10.970525,0.075947898478408,85.720001,86.790001,81.160004,81.199997,10402909,80.469116,0.111973478283966,10.4,10.49,10.16,10.42,16292433,10.273395,-0.000261518432118746,5.98,6.26,5.87,6.16,48042533,6.011354,0.0359499143240379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2018-03-29,10.78,11.1,10.71,11,40458880,10.970525,0.075947898478408,85.720001,86.790001,81.160004,81.199997,10402909,80.469116,0.111973478283966,10.4,10.49,10.16,10.42,16292433,10.273395,-0.000261518432118746,NA,NA,NA,NA,NA,NA,NA,14.16,14.55,14.16,14.48,1115100,14.09407,0.0612520198276133,NA,NA,NA,NA,NA,NA,NA,4.34,4.39,4.32,4.37,2695737,4.37,-0.0266695952373258,11.26,11.64,11.23,11.59,9535904,10.489957,-0.0367476665175263,17.8571,19.4184,17.8571,18.4286,3207900,18.122013,0.108113349022243,NA,NA,NA,NA,NA,NA,NA,8.22,8.35,8.22,8.29,2359859,8.167154,0.00340954635481971,13.1267,13.328,13.0117,13.2058,4231958,12.978692,-0.0690833203303662,15.12,15.34,14.4,14.88,62525803,14.794439,-0.0855837621702876,6.23,6.28,6.21,6.27,1390515,6.101078,0.0092123651971171,5.17,5.31,5.11,5.22,24889906,5.22,0.247400448054011,10.67,10.76,10.46,10.71,3217202,10.671835,0.00183715946621354,6.86428,7.22857,6.71428,7.13571,47612481,6.778909,0.0258876196721399,4.34286,4.36428,4.28571,4.35,3377241,4.327779,NA,NA,NA,NA,NA,NA,NA,0.117826671800526,4.77,4.86,4.75,4.82,2363502,4.752146,-0.0920180276252046,5.21,5.28,5.2,5.26,3200460,5.26,-0.0271470127218035,NA,NA,NA,NA,NA,NA,NA,15.8,15.96,15.55,15.89,3238638,15.89,0.154216769114851,5.61538,5.64103,5.44872,5.60897,18515257,5.221166,-0.0334026538070119
"33",2018-03-30,11.16,11.29,10.92,11.11,48403042,11.08023,0.085947898478408,80.410004,83.779999,80.410004,82.980003,5936158,82.233101,0.1338947352515,10.54,10.83,10.5,10.62,22259027,10.47058,0.0189323395333322,6.11,6.24,6.03,6.12,33957591,5.97232,0.0294564078305314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2018-03-30,11.16,11.29,10.92,11.11,48403042,11.08023,0.085947898478408,80.410004,83.779999,80.410004,82.980003,5936158,82.233101,0.1338947352515,10.54,10.83,10.5,10.62,22259027,10.47058,0.0189323395333322,NA,NA,NA,NA,NA,NA,NA,14.5,15.47,14.4,15.31,2610901,14.90195,0.118572461816564,15.95,16.450001,15.83,16.41,15810520,16.41,0.0601853734034458,4.38,4.46,4.38,4.44,2361181,4.44,-0.0106512886011702,11.61,11.61,11.46,11.56,6180013,10.462805,-0.0393361048264131,18.8827,18.9286,18.1633,18.438801,2331420,18.132046,0.108666890799698,19.969999,20.35,19.809999,20.07,7251930,19.750566,0.0689991076352683,8.3,8.55,8.3,8.54,3208919,8.413451,0.0335663617951093,13.1986,13.3784,13.0908,13.3137,4198477,13.084736,-0.0609126680412204,14.96,16.15,14.96,16.040001,121632432,15.94777,-0.00762670571867485,6.29,6.34,6.22,6.24,2255400,6.071886,0.00442767620190188,5.25,5.27,5.17,5.26,23365525,5.26,0.255063283303053,10.74,10.74,10.61,10.65,2246900,10.612048,-0.00376508143014509,7.03571,7.13571,6.93571,7.08571,31134252,6.731409,0.0188806084567177,4.35,4.4,4.33571,4.34286,3789832,4.320675,NA,NA,NA,NA,NA,NA,NA,0.116185292490182,4.83,4.93,4.81,4.88,3117528,4.811301,-0.0795698948451217,5.28,5.36,5.26,5.34,5293871,5.34,-0.0119378872465185,12.29,12.4,12.23,12.35,1370346,11.972385,-0.0192810438203818,16.1,16.1,15.79,15.91,2696100,15.91,0.155475422355884,5.66026,5.9359,5.61538,5.86538,30152818,5.459847,0.0123116217195108
"35",2018-04-02,11.02,11.47,10.96,11.24,45800780,11.209882,0.0976490685954198,83.370003,84.190002,81.029999,82.57,5155966,81.826782,0.128953749650427,10.64,10.71,10.52,10.64,21432088,10.490299,0.020815578704707,NA,NA,NA,NA,NA,NA,NA,15.19,16.75,15.06,16.07,5983620,15.641693,0.168213219491286,16.48,17.450001,16.42,16.809999,29897710,16.809999,0.0845606933303197,4.46,4.46,4.41,4.43,2804000,4.43,-0.0129035408534226,11.54,11.69,11.47,11.58,8096077,10.480906,-0.0376060010201849,18.1684,18.816299,18.1684,18.351999,1718724,18.046688,0.103959317894062,20.1,20.290001,19.76,19.9,5125369,19.583271,0.0605287538734346,8.87,8.99,8.65,8.68,10483055,8.551375,0.0499598044180601,13.3496,13.3999,13.249,13.2921,4227982,13.063507,-0.0625350570089755,16.280001,16.459999,15.81,16.09,124573262,15.997481,-0.00450956127460655,6.23,6.27,6.22,6.23,1367515,6.062155,0.00282511209933778,5.35,5.44,5.12,5.15,29817938,5.15,0.234150735774536,10.66,10.86,10.62,10.7,2683600,10.66187,0.00092975425060593,7.2,7.26429,6.97857,7,33253192,6.649985,0.00678443178564314,4.32143,4.36428,4.17857,4.18571,6072816,4.164328,NA,NA,NA,NA,NA,NA,NA,0.0799994610334918,4.85,5.11,4.84,4.98,5867171,4.909894,-0.059078091566433,5.34,5.36,5.29,5.32,4652499,5.32,-0.0156832055985783,12.48,12.51,12.31,12.38,1011007,12.001468,-0.0168518940228107,15.8,16.23,15.69,15.97,2874851,15.97,0.159246635429422,5.89744,6.0641,5.80769,6.03205,39447423,5.614995,0.0407275129320154
"36",2018-04-02,11.02,11.47,10.96,11.24,45800780,11.209882,0.0976490685954198,83.370003,84.190002,81.029999,82.57,5155966,81.826782,0.128953749650427,10.64,10.71,10.52,10.64,21432088,10.490299,0.020815578704707,6.1,6.14,6.01,6.13,27535941,5.982078,0.031090394758636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2018-04-03,11.02,11.16,10.8,10.93,28673753,10.900713,0.0700689974210426,80.529999,83.480003,80.529999,81.489998,5119737,80.7565,0.115873914359159,10.5,10.83,10.39,10.51,25185833,10.362128,0.00859753359192494,6.06,6.41,6.05,6.3,58902706,6.147976,0.0588228580539051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2018-04-03,11.02,11.16,10.8,10.93,28673753,10.900713,0.0700689974210426,80.529999,83.480003,80.529999,81.489998,5119737,80.7565,0.115873914359159,10.5,10.83,10.39,10.51,25185833,10.362128,0.00859753359192494,NA,NA,NA,NA,NA,NA,NA,16.559999,16.58,15.65,15.88,4240973,15.456758,0.156389946311448,16.5,16.68,16.1,16.49,13678425,16.49,0.0655244637624296,4.39,4.39,4.28,4.33,3324856,4.33,-0.0354769042845737,11.4,11.57,11.21,11.41,5881739,10.327042,-0.0522864846125856,18.1224,18.316299,17.8214,18.0357,1301440,17.735649,0.0867241927177804,19.52,20.309999,19.49,19.799999,5238191,19.484861,0.0555035779940377,8.55,8.6,8.45,8.54,5092927,8.413451,0.0338307721599955,13.1339,13.1339,12.9255,12.983,3710068,12.759723,-0.0857894712851245,15.78,15.93,15.3,15.82,81793505,15.729033,-0.0212901703485655,6.23,6.24,6.17,6.21,1539174,6.042694,-0.00038516077385653,5.01,5.34,4.9,5.28,33299153,5.28,0.259393454221138,10.6,10.6,10.26,10.33,1897637,10.293188,-0.0336496850017305,6.92143,7.15714,6.84286,7.05714,19887133,6.704268,0.0149472889285003,4.18571,4.18571,4.02857,4.04286,8159949,4.022208,NA,NA,NA,NA,NA,NA,NA,0.0458714397420024,4.87,5.01,4.81,4.9,4616854,4.831019,-0.0751423485945454,5.25,5.25,5.16,5.2,4580806,5.2,-0.0382395965760219,12.28,12.4,12.22,12.25,1199465,11.875443,-0.0273527017772535,15.71,15.71,15.16,15.38,2878518,15.38,0.122302364922221,5.94872,5.98077,5.83974,5.89103,24255326,5.483724,0.0173490595040763
"39",2018-04-04,10.96,11.36,10.91,10.99,39581226,10.960552,0.0755584759205851,82.110001,82.690002,81.010002,81.199997,3707801,80.469116,0.112315183139163,10.63,10.85,10.57,10.75,26844085,10.598752,0.0314329284539611,6.27,6.37,6.18,6.27,49514646,6.1187,0.0540609532920002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2018-04-04,10.96,11.36,10.91,10.99,39581226,10.960552,0.0755584759205851,82.110001,82.690002,81.010002,81.199997,3707801,80.469116,0.112315183139163,10.63,10.85,10.57,10.75,26844085,10.598752,0.0314329284539611,NA,NA,NA,NA,NA,NA,NA,15.44,15.5,14.86,14.95,3415503,14.551543,0.0978257145734125,16.530001,16.66,16,16.02,11115292,16.02,0.0370223412639458,4.34,4.37,4.3,4.32,2902541,4.32,-0.0377863731067446,11.42,11.49,11.06,11.09,7025464,10.037414,-0.0803320586704296,18.1633,18.265301,17.8367,17.8827,831824,17.585196,0.0782410176816023,19.9,20.26,19.34,19.469999,5644369,19.160114,0.0388369104856202,8.58,8.6,8.08,8.14,9817329,8.019379,-0.0130076353341495,12.947,13.1483,12.8679,12.9326,3511110,12.71019,-0.0896714708229817,15.99,16.1,15.6,15.69,65885141,15.599781,-0.0295076166191092,6.25,6.27,6.16,6.16,1530100,5.994041,-0.00843669056451668,5.29,5.29,5.08,5.15,16816009,5.15,0.234772242099926,10.38,10.46,10.18,10.29,1935100,10.253331,-0.0375219018458739,7.05,7.08571,6.87143,6.9,20933122,6.554985,-0.00731952170583605,4.05,4.12143,4.00714,4.04286,3564321,4.022208,NA,NA,NA,NA,NA,NA,NA,0.0458714397420024,4.87,4.94,4.76,4.78,2979594,4.712709,-0.0996321445129128,5.23,5.29,5.21,5.23,3458423,5.23,-0.0324703658067912,12.25,12.46,12.19,12.24,1342800,11.865747,-0.0281690283078657,15.41,15.63,14.95,14.99,1976206,14.99,0.0969447576400366,5.90385,6.01923,5.84615,6.00641,30073194,5.591127,0.0369347686245526
"41",2018-04-09,11.36,12.09,11.16,12.09,110229528,12.057605,0.175649467731322,81.160004,84.699997,81.139999,84.669998,6001922,83.907883,0.15504918718106,10.72,10.78,10.31,10.34,23230895,10.19452,-0.00670660642975984,NA,NA,NA,NA,NA,NA,NA,14.8,15.08,14.2,14.59,2101900,14.201139,0.0737454470148841,16.030001,17.09,15.81,16.940001,18805035,16.940001,0.0944506184175037,4.3,4.35,4.24,4.31,2805300,4.31,-0.0401011879215596,11.08,11.24,11.07,11.18,4710764,10.118872,-0.0722166393737659,17.9286,18.3622,17.811199,18.051001,834960,17.750698,0.0876524041053527,19.51,20.799999,19.41,20.41,9943718,20.085154,0.0871163685379807,8.13,8.23,8.04,8.17,3658429,8.048933,-0.00932213164864582,12.8679,13.2633,12.7961,13.249,4298630,13.021149,-0.0652061660892082,15.64,15.86,14.88,15.34,51743244,15.251795,-0.0518148186586248,6.12,6.17,6.1,6.14,1004480,5.97458,-0.01168344381127,5.04,5.15,4.96,5.07,11143701,5.07,0.219238261517402,NA,NA,NA,NA,NA,NA,NA,6.87857,6.97143,6.84286,6.89286,17196611,6.548202,-0.00835430431453177,4.04286,4.08571,4,4.03571,3020549,4.015094,2.76,2.77,2.72,2.76,5917300,2.733107,-0.0475199001760621,0.0441028897551119,4.77,4.85,4.74,4.79,2269750,4.722568,-0.0975400943037078,5.21,5.39,5.16,5.35,7478674,5.35,-0.00952581513757533,12.17,12.25,11.99,12.09,1112354,11.720335,-0.0404239302686501,14.96,15.36,14.76,15.08,2069606,15.08,0.102948760308482,5.92949,6,5.8141,5.85256,26475221,5.447914,0.0113204665705804
"42",2018-04-09,11.36,12.09,11.16,12.09,110229528,12.057605,0.175649467731322,81.160004,84.699997,81.139999,84.669998,6001922,83.907883,0.15504918718106,10.72,10.78,10.31,10.34,23230895,10.19452,-0.00670660642975984,6.19,6.27,6.12,6.2,24663509,6.050389,0.0428966789698313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2018-04-10,12.3,12.56,11.69,11.88,93229613,11.848167,0.158279740684176,84.599998,86.5,84.010002,85.029999,4610328,84.264641,0.159301000202243,10.37,10.56,10.2,10.43,22499014,10.283255,0.00199745546579133,NA,NA,NA,NA,NA,NA,NA,14.6,14.9,14.36,14.58,1773701,14.191406,0.0730600460553227,16.93,17.18,16.360001,16.799999,15235716,16.799999,0.0861860380317057,4.36,4.37,4.28,4.33,3039900,4.33,-0.0354608166918611,11.3,11.5,11.23,11.45,5933915,10.363246,-0.048066371037451,18.015301,18.4949,17.9643,18.2551,1269492,17.951401,0.0989592008863179,20.43,20.99,19.6,20.059999,7403070,19.740723,0.0699678629034878,8.16,8.29,8.16,8.28,3414002,8.157304,0.00414176064021587,13.4502,13.5149,13.1771,13.2777,4626038,13.049356,-0.0630399648664745,15.4,15.52,15.03,15.5,46394322,15.410873,-0.0413845709402415,6.13,6.18,6.1,6.14,1266855,5.97458,-0.01168344381127,5.03,5.27,5,5.22,20806120,5.22,0.24882406033397,NA,NA,NA,NA,NA,NA,NA,6.92857,7.14286,6.87143,7.11428,28853349,6.758551,0.0237687911784856,4.05,4.07143,4,4.05,2177422,4.029312,2.77,2.77,2.73,2.77,5967700,2.74301,-0.043896711770265,0.0476437784710999,4.78,4.82,4.74,4.8,2349348,4.732428,-0.095452411631474,5.3,5.36,5.26,5.36,7202867,5.36,-0.00765665625907064,12.15,12.18,12.02,12.17,1030801,11.797889,-0.0338068913935466,14.98,15.2,14.6,14.86,1790600,14.86,0.0883599008920365,5.85256,5.9359,5.84615,5.88461,13303728,5.477748,0.0167967026108773
"44",2018-04-10,12.3,12.56,11.69,11.88,93229613,11.848167,0.158279740684176,84.599998,86.5,84.010002,85.029999,4610328,84.264641,0.159301000202243,10.37,10.56,10.2,10.43,22499014,10.283255,0.00199745546579133,6.2,6.33,6.16,6.27,33353733,6.1187,0.0541870015504764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2018-04-11,11.68,12.19,11.55,12.08,63004638,12.047631,0.175114757519193,85.400002,85.879997,84.019997,84.489998,4054558,83.7295,0.152950288613972,10.48,10.73,10.42,10.69,26994085,10.539596,0.0269255475079773,NA,NA,NA,NA,NA,NA,NA,14.65,14.84,14.48,14.6,1563905,14.210873,0.0744317881678055,16.780001,17.639999,16.68,17.139999,21005608,17.139999,0.106424134474449,4.33,4.39,4.33,4.38,2967100,4.38,-0.0239134725810066,11.44,11.51,11.35,11.39,6138962,10.30894,-0.05330654570994,18.4184,18.4949,18.1122,18.265301,973140,17.961432,0.0995180036318523,20.120001,20.66,20.120001,20.370001,5721643,20.04579,0.0854216024575126,8.28,8.48,8.28,8.39,4852259,8.265674,0.0174267847948053,13.5221,13.8384,13.5221,13.7809,9036577,13.543901,-0.0251418349192697,15.6,15.63,15.16,15.25,48802050,15.162312,-0.057513603198306,6.15,6.16,6.12,6.14,2198079,5.97458,-0.01168344381127,5.22,5.25,5.14,5.18,11454973,5.18,0.241161225084928,NA,NA,NA,NA,NA,NA,NA,7.14286,7.36428,7.14286,7.25,32030590,6.887484,0.0428459149352116,4.08571,4.42143,4.08571,4.3,8369085,4.278035,2.77,2.79,2.77,2.78,6401300,2.752913,-0.0402866034670161,0.109372173532828,4.79,4.88,4.79,4.83,2222550,4.762004,-0.0892024116314739,5.36,5.48,5.33,5.43,7631685,5.43,0.00540304523346646,12.2,12.38,12.2,12.32,1239902,11.943301,-0.0214815010895203,15,15.19,14.8,15.09,1824675,15.09,0.103837693624203,5.92308,5.99359,5.88461,5.9359,19424115,5.525492,0.0255126582986798
"46",2018-04-11,11.68,12.19,11.55,12.08,63004638,12.047631,0.175114757519193,85.400002,85.879997,84.019997,84.489998,4054558,83.7295,0.152950288613972,10.48,10.73,10.42,10.69,26994085,10.539596,0.0269255475079773,6.28,6.55,6.24,6.43,62598485,6.274839,0.0797053428582915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
